run_id,N,T,initial_corruption_rate_parameter,beta,gamma,alpha,memory_endowment,collaboration_cost,discount_factor,initial_num_corrupted,initial_corruption_rate_actual,final_num_corrupted,final_num_honest,final_corruption_rate,spread_amount,spread_rate_change,full_corruption,no_spread,belief_cutoff
186,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,38,362,0.095,19,0.0475,False,False,0.034102314032345635
187,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,26,374,0.065,8,0.020000000000000004,False,False,0.034102314032345635
188,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,29,0.0725,43,357,0.1075,14,0.035,False,False,0.034102314032345635
189,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,28,372,0.07,7,0.01750000000000001,False,False,0.034102314032345635
190,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,12,0.03,14,386,0.035,2,0.0050000000000000044,False,False,0.034102314032345635
191,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,32,368,0.08,14,0.035,False,False,0.034102314032345635
192,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,36,364,0.09,12,0.03,False,False,0.034102314032345635
193,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,23,377,0.0575,3,0.0075,False,False,0.034102314032345635
194,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,27,373,0.0675,9,0.022500000000000006,False,False,0.034102314032345635
195,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,34,0.085,53,347,0.1325,19,0.0475,False,False,0.034102314032345635
196,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,28,0.07,43,357,0.1075,15,0.03749999999999999,False,False,0.034102314032345635
197,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,31,369,0.0775,8,0.019999999999999997,False,False,0.034102314032345635
198,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,23,377,0.0575,6,0.015,False,False,0.034102314032345635
199,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,32,368,0.08,11,0.027500000000000004,False,False,0.034102314032345635
200,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,33,367,0.0825,12,0.030000000000000006,False,False,0.034102314032345635
201,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,28,372,0.07,6,0.015000000000000006,False,False,0.034102314032345635
202,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,19,381,0.0475,5,0.012499999999999997,False,False,0.034102314032345635
203,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,35,365,0.0875,12,0.029999999999999992,False,False,0.034102314032345635
204,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,32,368,0.08,12,0.03,False,False,0.034102314032345635
205,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,20,380,0.05,4,0.010000000000000002,False,False,0.034102314032345635
206,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,23,377,0.0575,6,0.015,False,False,0.034102314032345635
207,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,41,359,0.1025,20,0.049999999999999996,False,False,0.034102314032345635
208,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,35,365,0.0875,13,0.032499999999999994,False,False,0.034102314032345635
209,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,35,365,0.0875,12,0.029999999999999992,False,False,0.034102314032345635
210,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,20,380,0.05,3,0.0075,False,False,0.034102314032345635
211,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,22,378,0.055,6,0.015,False,False,0.034102314032345635
212,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,12,0.03,22,378,0.055,10,0.025,False,False,0.034102314032345635
213,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,27,373,0.0675,7,0.0175,False,False,0.034102314032345635
214,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,35,365,0.0875,14,0.034999999999999996,False,False,0.034102314032345635
215,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,23,377,0.0575,7,0.0175,False,False,0.034102314032345635
216,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,31,369,0.0775,11,0.027499999999999997,False,False,0.034102314032345635
217,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,29,371,0.0725,13,0.032499999999999994,False,False,0.034102314032345635
218,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,19,381,0.0475,5,0.012499999999999997,False,False,0.034102314032345635
219,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,32,368,0.08,10,0.025,False,False,0.034102314032345635
220,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,30,370,0.075,10,0.024999999999999994,False,False,0.034102314032345635
221,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,27,373,0.0675,8,0.020000000000000004,False,False,0.034102314032345635
222,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,24,376,0.06,6,0.015,False,False,0.034102314032345635
223,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,30,0.075,42,358,0.105,12,0.03,False,False,0.034102314032345635
224,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,25,375,0.0625,7,0.0175,False,False,0.034102314032345635
225,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,28,372,0.07,9,0.022500000000000006,False,False,0.034102314032345635
226,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,29,371,0.0725,7,0.017499999999999995,False,False,0.034102314032345635
227,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,29,371,0.0725,11,0.027499999999999997,False,False,0.034102314032345635
228,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,33,367,0.0825,9,0.022500000000000006,False,False,0.034102314032345635
229,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,36,364,0.09,11,0.027499999999999997,False,False,0.034102314032345635
230,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,32,368,0.08,11,0.027500000000000004,False,False,0.034102314032345635
231,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,39,361,0.0975,20,0.05,False,False,0.034102314032345635
232,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,23,377,0.0575,7,0.0175,False,False,0.034102314032345635
233,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,31,369,0.0775,11,0.027499999999999997,False,False,0.034102314032345635
234,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,27,373,0.0675,6,0.015000000000000006,False,False,0.034102314032345635
235,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,25,375,0.0625,6,0.015,False,False,0.034102314032345635
236,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,37,363,0.0925,17,0.042499999999999996,False,False,0.034102314032345635
237,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,28,372,0.07,10,0.02500000000000001,False,False,0.034102314032345635
238,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,41,359,0.1025,18,0.04499999999999999,False,False,0.034102314032345635
239,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,28,0.07,39,361,0.0975,11,0.027499999999999997,False,False,0.034102314032345635
240,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,34,366,0.085,11,0.027500000000000004,False,False,0.034102314032345635
241,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,13,0.0325,20,380,0.05,7,0.0175,False,False,0.034102314032345635
242,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,29,0.0725,33,367,0.0825,4,0.010000000000000009,False,False,0.034102314032345635
243,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,27,373,0.0675,8,0.020000000000000004,False,False,0.034102314032345635
244,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,31,369,0.0775,9,0.0225,False,False,0.034102314032345635
245,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,24,376,0.06,5,0.012499999999999997,False,False,0.034102314032345635
246,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,32,368,0.08,13,0.0325,False,False,0.034102314032345635
247,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,36,364,0.09,12,0.03,False,False,0.034102314032345635
248,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,29,371,0.0725,9,0.022499999999999992,False,False,0.034102314032345635
249,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,31,369,0.0775,10,0.025,False,False,0.034102314032345635
250,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,33,367,0.0825,8,0.020000000000000004,False,False,0.034102314032345635
251,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,28,372,0.07,8,0.020000000000000004,False,False,0.034102314032345635
252,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,30,370,0.075,10,0.024999999999999994,False,False,0.034102314032345635
253,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,29,0.0725,46,354,0.115,17,0.04250000000000001,False,False,0.034102314032345635
254,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,32,368,0.08,15,0.0375,False,False,0.034102314032345635
255,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,27,373,0.0675,11,0.027500000000000004,False,False,0.034102314032345635
256,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,33,367,0.0825,8,0.020000000000000004,False,False,0.034102314032345635
257,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,29,371,0.0725,12,0.029999999999999992,False,False,0.034102314032345635
258,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,39,361,0.0975,16,0.04,False,False,0.034102314032345635
259,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,29,0.0725,35,365,0.0875,6,0.015,False,False,0.034102314032345635
260,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,32,368,0.08,7,0.0175,False,False,0.034102314032345635
261,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,29,371,0.0725,9,0.022499999999999992,False,False,0.034102314032345635
262,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,27,0.0675,41,359,0.1025,14,0.03499999999999999,False,False,0.034102314032345635
263,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,27,0.0675,35,365,0.0875,8,0.01999999999999999,False,False,0.034102314032345635
264,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,29,0.0725,55,345,0.1375,26,0.06500000000000002,False,False,0.034102314032345635
265,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,44,356,0.11,23,0.0575,False,False,0.034102314032345635
266,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,31,369,0.0775,10,0.025,False,False,0.034102314032345635
267,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,16,384,0.04,1,0.0025000000000000022,False,False,0.034102314032345635
268,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,27,373,0.0675,8,0.020000000000000004,False,False,0.034102314032345635
269,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,32,368,0.08,10,0.025,False,False,0.034102314032345635
270,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,13,0.0325,21,379,0.0525,8,0.019999999999999997,False,False,0.034102314032345635
271,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,27,373,0.0675,9,0.022500000000000006,False,False,0.034102314032345635
272,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,13,0.0325,18,382,0.045,5,0.012499999999999997,False,False,0.034102314032345635
273,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,28,372,0.07,9,0.022500000000000006,False,False,0.034102314032345635
274,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,30,370,0.075,5,0.012499999999999997,False,False,0.034102314032345635
275,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,36,364,0.09,16,0.039999999999999994,False,False,0.034102314032345635
276,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,22,378,0.055,3,0.0075,False,False,0.034102314032345635
277,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,30,370,0.075,7,0.017499999999999995,False,False,0.034102314032345635
278,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,30,370,0.075,9,0.0225,False,False,0.034102314032345635
279,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,34,366,0.085,11,0.027500000000000004,False,False,0.034102314032345635
280,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,22,378,0.055,7,0.0175,False,False,0.034102314032345635
281,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,27,0.0675,38,362,0.095,11,0.027499999999999997,False,False,0.034102314032345635
282,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,27,373,0.0675,7,0.0175,False,False,0.034102314032345635
283,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,35,365,0.0875,16,0.039999999999999994,False,False,0.034102314032345635
284,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,15,385,0.0375,0,0.0,False,True,0.034102314032345635
285,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,28,0.07,44,356,0.11,16,0.039999999999999994,False,False,0.034102314032345635
286,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,29,371,0.0725,9,0.022499999999999992,False,False,0.034102314032345635
287,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,38,362,0.095,14,0.035,False,False,0.034102314032345635
288,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,35,365,0.0875,11,0.027499999999999997,False,False,0.034102314032345635
289,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,21,379,0.0525,6,0.015,False,False,0.034102314032345635
290,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,16,384,0.04,2,0.0049999999999999975,False,False,0.034102314032345635
291,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,29,0.0725,47,353,0.1175,18,0.045,False,False,0.034102314032345635
292,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,30,370,0.075,9,0.0225,False,False,0.034102314032345635
293,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,23,377,0.0575,2,0.0050000000000000044,False,False,0.034102314032345635
294,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,29,371,0.0725,10,0.024999999999999994,False,False,0.034102314032345635
295,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,29,371,0.0725,6,0.014999999999999993,False,False,0.034102314032345635
296,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,27,0.0675,36,364,0.09,9,0.022499999999999992,False,False,0.034102314032345635
297,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,26,374,0.065,4,0.010000000000000002,False,False,0.034102314032345635
298,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,24,376,0.06,7,0.017499999999999995,False,False,0.034102314032345635
299,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,26,374,0.065,10,0.025,False,False,0.034102314032345635
300,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,38,362,0.095,15,0.0375,False,False,0.034102314032345635
301,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,29,371,0.0725,10,0.024999999999999994,False,False,0.034102314032345635
302,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,37,363,0.0925,13,0.0325,False,False,0.034102314032345635
303,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,18,382,0.045,0,0.0,False,True,0.034102314032345635
304,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,31,0.0775,52,348,0.13,21,0.052500000000000005,False,False,0.034102314032345635
305,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,30,370,0.075,12,0.03,False,False,0.034102314032345635
306,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,20,380,0.05,5,0.012500000000000004,False,False,0.034102314032345635
307,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,27,373,0.0675,3,0.007500000000000007,False,False,0.034102314032345635
308,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,36,364,0.09,12,0.03,False,False,0.034102314032345635
309,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,30,370,0.075,11,0.027499999999999997,False,False,0.034102314032345635
310,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,26,374,0.065,7,0.0175,False,False,0.034102314032345635
311,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,13,0.0325,22,378,0.055,9,0.0225,False,False,0.034102314032345635
312,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,39,361,0.0975,14,0.035,False,False,0.034102314032345635
313,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,39,361,0.0975,18,0.045000000000000005,False,False,0.034102314032345635
314,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,26,374,0.065,7,0.0175,False,False,0.034102314032345635
315,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,29,371,0.0725,8,0.019999999999999997,False,False,0.034102314032345635
316,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,10,0.025,18,382,0.045,8,0.019999999999999997,False,False,0.034102314032345635
317,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,26,374,0.065,9,0.0225,False,False,0.034102314032345635
318,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,28,372,0.07,7,0.01750000000000001,False,False,0.034102314032345635
319,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,36,364,0.09,11,0.027499999999999997,False,False,0.034102314032345635
320,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,28,372,0.07,8,0.020000000000000004,False,False,0.034102314032345635
321,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,26,374,0.065,9,0.0225,False,False,0.034102314032345635
322,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,20,380,0.05,5,0.012500000000000004,False,False,0.034102314032345635
323,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,23,377,0.0575,7,0.0175,False,False,0.034102314032345635
324,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,36,364,0.09,11,0.027499999999999997,False,False,0.034102314032345635
325,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,19,381,0.0475,5,0.012499999999999997,False,False,0.034102314032345635
326,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,18,382,0.045,4,0.009999999999999995,False,False,0.034102314032345635
327,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,29,371,0.0725,8,0.019999999999999997,False,False,0.034102314032345635
328,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,36,364,0.09,17,0.042499999999999996,False,False,0.034102314032345635
329,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,28,372,0.07,6,0.015000000000000006,False,False,0.034102314032345635
330,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,30,370,0.075,11,0.027499999999999997,False,False,0.034102314032345635
331,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,30,370,0.075,7,0.017499999999999995,False,False,0.034102314032345635
332,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,12,0.03,21,379,0.0525,9,0.0225,False,False,0.034102314032345635
333,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,36,364,0.09,18,0.045,False,False,0.034102314032345635
334,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,23,377,0.0575,8,0.020000000000000004,False,False,0.034102314032345635
335,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,21,379,0.0525,4,0.009999999999999995,False,False,0.034102314032345635
336,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,22,378,0.055,4,0.010000000000000002,False,False,0.034102314032345635
337,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,30,0.075,46,354,0.115,16,0.04000000000000001,False,False,0.034102314032345635
338,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,35,365,0.0875,10,0.024999999999999994,False,False,0.034102314032345635
339,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,13,0.0325,23,377,0.0575,10,0.025,False,False,0.034102314032345635
340,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,13,0.0325,20,380,0.05,7,0.0175,False,False,0.034102314032345635
341,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,21,379,0.0525,4,0.009999999999999995,False,False,0.034102314032345635
342,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,32,368,0.08,9,0.0225,False,False,0.034102314032345635
343,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,40,360,0.1,17,0.0425,False,False,0.034102314032345635
344,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,17,383,0.0425,3,0.0075,False,False,0.034102314032345635
345,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,34,366,0.085,15,0.037500000000000006,False,False,0.034102314032345635
346,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,37,363,0.0925,16,0.04,False,False,0.034102314032345635
347,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,29,371,0.0725,7,0.017499999999999995,False,False,0.034102314032345635
348,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,30,370,0.075,11,0.027499999999999997,False,False,0.034102314032345635
349,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,26,0.065,47,353,0.1175,21,0.05249999999999999,False,False,0.034102314032345635
350,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,36,364,0.09,13,0.032499999999999994,False,False,0.034102314032345635
351,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,27,373,0.0675,5,0.012500000000000004,False,False,0.034102314032345635
352,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,17,383,0.0425,3,0.0075,False,False,0.034102314032345635
353,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,32,368,0.08,10,0.025,False,False,0.034102314032345635
354,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,36,364,0.09,11,0.027499999999999997,False,False,0.034102314032345635
355,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,32,368,0.08,13,0.0325,False,False,0.034102314032345635
356,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,23,377,0.0575,6,0.015,False,False,0.034102314032345635
357,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,25,0.0625,39,361,0.0975,14,0.035,False,False,0.034102314032345635
358,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,25,375,0.0625,7,0.0175,False,False,0.034102314032345635
359,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,26,0.065,49,351,0.1225,23,0.057499999999999996,False,False,0.034102314032345635
360,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,13,0.0325,15,385,0.0375,2,0.0049999999999999975,False,False,0.034102314032345635
361,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,29,371,0.0725,11,0.027499999999999997,False,False,0.034102314032345635
362,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,25,375,0.0625,7,0.0175,False,False,0.034102314032345635
363,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,20,380,0.05,5,0.012500000000000004,False,False,0.034102314032345635
364,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,40,360,0.1,16,0.04000000000000001,False,False,0.034102314032345635
365,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,32,368,0.08,8,0.020000000000000004,False,False,0.034102314032345635
366,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,12,0.03,14,386,0.035,2,0.0050000000000000044,False,False,0.034102314032345635
367,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,32,368,0.08,10,0.025,False,False,0.034102314032345635
368,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,28,372,0.07,7,0.01750000000000001,False,False,0.034102314032345635
369,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,30,370,0.075,9,0.0225,False,False,0.034102314032345635
370,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,34,366,0.085,12,0.030000000000000006,False,False,0.034102314032345635
371,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,25,375,0.0625,6,0.015,False,False,0.034102314032345635
372,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,25,375,0.0625,7,0.0175,False,False,0.034102314032345635
373,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,33,367,0.0825,10,0.025,False,False,0.034102314032345635
374,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,23,377,0.0575,4,0.010000000000000002,False,False,0.034102314032345635
375,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,25,375,0.0625,9,0.0225,False,False,0.034102314032345635
376,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,24,376,0.06,6,0.015,False,False,0.034102314032345635
377,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,27,373,0.0675,7,0.0175,False,False,0.034102314032345635
378,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,11,0.0275,19,381,0.0475,8,0.02,False,False,0.034102314032345635
379,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,27,0.0675,46,354,0.115,19,0.0475,False,False,0.034102314032345635
